,text,emotion
2565,Thank you .,happiness
2566,"Oh , breaktime flies .",sadness
2567,Thank you . Ah ! But this is in French . Would you mind giving me the English menu ?,happiness
2568,Thanks . I'll need a while to choose . Could you come back in a minute ?,happiness
2569,"I'm sorry , I haven't decided yet . Do you mind giving me a couple of minutes ?",sadness
2570,What's wrong with it ? It's filthy !,surprise
2571,It's filthy because you never wipe your shoes .,anger
2572,"Sorry , love .",sadness
2573,In the dustbin ! Why didn't you tell me before ?,surprise
2574,"Oh , dear !",surprise
2575,This is a pity !,sadness
2576,That sounds ideal . Can we go to have a look at it ? we'd like to see it before making a final decision .,happiness
2578,Thank you . That would be great .,happiness
2579,"Good point . Ok , let's go to the estate agent and see what they can offer us .",happiness
2580,"I love the balcony . We can sit outside and enjoy the sun in summer . We are on the 12th floor , so there ’ s very nice view from the balcony .",happiness
2582,"Yes , and there are many houses nearby . I like it that the neighbourhood isn ’ t full of apartment blocks .",happiness
2583,It ’ s a pity we can ’ t afford a house . A garden would be so nice .,sadness
2584,The building is quite new and well constructed . I ’ m happy with the fittings too .,happiness
2587,"It ’ s a very quiet neighbourhood . There ’ s some traffic , but not much . It ’ s not very difficult to get to the city centre , but you must remember to turn left and right at the right places or you ’ ll get lost . So when are you going to drop by ?",happiness
2588,I don't know how to adjust my life . Would you give me a piece of advice ?,sadness
2589,"Yes , I can't sleep well every night .",sadness
2590,I drink a lot of wine .,sadness
2591,I often feel so tired .,sadness
2593,How embarrassing ! I don ’ t even recognize a description of my own mother ! How important do you think appearance is ?,surprise
2595,"I'm afraid not , unless you want a night flight .",sadness
2596,I'm sorry . I can't . What does the note say .,sadness
2597,"Sorry , I'm very near sighted .",sadness
2598,"Oh , dad , I'm not a child . I'm 17 already . I'll come back as soon as the film is over .",anger
2601,"Really , it's so beautiful .",happiness
2602,"You like it . Well , I'll gather in for you .",happiness
2603,I'm afraid I can only rent it for two months .,sadness
2604,Terrific ! When are you moving in ?,happiness
2606,"You are welcome , sir . Good-bye .",happiness
2607,Thank you .,happiness
2608,Thank you .,happiness
2609,It's great ! Will it be hard to care for ?,happiness
2610,By all means .,happiness
2613,"Certainly , sir . Double or single breasted ?",happiness
2615,Good that way . I can have the suit ready for you two days after that fitting .,happiness
2616,Very well . Thank you .,happiness
2617,"You're welcome , sir .",happiness
2619,"No , Madam . I don't think I do .",sadness
2620,"Oh , yes . I know where it is .",happiness
2622,"Well . Don't worry about it , I will be happy to share the taxi with you .",happiness
2624,Ok . I'll take it . Here's the money .,happiness
2626,It looks nice . How much is it ?,happiness
2627,"OK , I'll take it . Here's the money .",happiness
2629,"Good . Red suits me very well . It's a cheerful color , isn't it ?",happiness
2634,Thank you .,happiness
2636,It looks nice . And it's not expensive .,happiness
2637,I'll take it .,happiness
2638,Certainly . Go along Queen's Road ...,happiness
2639,That's very kind of you . Thank you . Er ... have you got a pencil ?,happiness
2644,Thank you very much .,happiness
2645,"Oh , yes !",happiness
2646,Thank you . That's a good idea . she likes exciting books . Can you suggest another one ?,happiness
2647,"Certainly . Let me see . Oh , it's on that self .",happiness
2648,Of course . Here you are .,happiness
2650,Thanks a lot .,happiness
2652,Thanks . Good-bye .,happiness
2654,Thank you so much .,happiness
2657,Thank you very much . I have been looking for it for a long time . Is this the latest edition ?,happiness
2658,"A little bit expensive , but I will buy one . This is $ 25 , here you are .",happiness
2663,"Oh , good . That'll be the number forty four ?",happiness
2664,"I like it very much , but it's a little confusing to me .",happiness
2665,Thank you for the information .,happiness
2666,Don't mention it .,happiness
2668,You're welcome .,happiness
2669,"Thank you , Henry . I'll get a number 13 .",happiness
2671,Not at all .,happiness
2672,Hey . Why did you take that money ? You are such a cheater ! I should send you to jail !,anger
2673,"I am not cheating . When you pass go , you collect $ 200 , Everyone knows that !",anger
2674,Well you can ’ t just take the money . You have to ask the bank for money . And I ’ m the banker .,anger
2675,"Sure . Here you are , $ 200 , Thank you , please come again ! Now it ’ s my turn to roll the dice .",happiness
2677,I'm so happy that you found what you wanted . Do you want to use a credit card ?,happiness
2678,"Sure . Wait , wait . Does a lid come with this pan ?",happiness
2679,Your budget is a good idea .,happiness
2680,"I know . It's going to save me a lot of money , I hope .",happiness
2681,Yes ! Thank goodness you ’ re here.These bugs are driving us crazy !,happiness
2686,That blouse is absolutely wonderful on you .,happiness
2688,Let me feel your forehead . I'm so glad it wasn't strep throat .,happiness
2690,"Let me go to school , please ! I'm sick of medicine , sick of soup , and sick of being sick !",anger
2692,That's a lot of money ! What did you do ? Break the piggy bank ?,surprise
2693,"Great , then we can add everything up and take it to the bank .",happiness
2694,"Oh yeah , those are from my trip to London . I have a couple of different pence , but in all it won't add up to one pound .",surprise
2695,Come on ! I'll pay you back on Tuesday .,anger
2696,Fine ! I can't believe you don't trust me .,anger
2697,I know why Mr . Fro didn't like our ad idea ! He doesn't know the first thing about coffee .,anger
2698,"Johnny , I want to thank you .",happiness
2701,"Not only that , but I'm going to buy you that video game after all !",happiness
2702,"Uh ! I can't swallow them , Mom !",anger
2703,Yuck !,anger
2705,Mom !,happiness
2706,I'm playing with my new jump rope ! Watch this !,happiness
2707,"You are sick , young lady . Get back in bed ! I called you in sick today , so you're going to lie down and fight that flu !",surprise
2712,Ouch ! The water's too hot !,anger
2713,Oh ... I'm sweating already . It's so hot . I can feel it boiling ! Can I get out yet ?,anger
2715,My pleasure . You're a sweet couple . Do you have any questions ?,happiness
2718,That's just what was running through my mind . Moonlight and dancing .,happiness
2719,Ahh ! Now that's more like it . Atmosphere !,happiness
2720,"Come on baby , let's dance !",happiness
2721,Oops ! It's the landlord . I guess the tables have turned now . We're the noisy neighbors . Turn it down !,surprise
2724,Wait a second ! There's the idea for this case ! “ Your motor oil should be as choice and fresh as your morning coffee . ”,happiness
2725,"Great . When in Rome , you guys know what to do .",happiness
2726,That about does it . See you in a week .,happiness
2728,"Sounds better , but I hope it doesn't inspire me to take a hammer to the client's head .",happiness
2731,It's only the rarest coffee in the world ! Didn't your momma teach you anything when you were growing up ?,surprise
2732,Why ? It's in mint condition !,anger
2733,I've created a monster ... you're a better bayer than me !,anger
2734,"This is a very spacious apartment . It's forty pings , including the parking space . That's about one thousand four hundred square feet .",happiness
2736,Now that's a plus !,happiness
2737,Look ! It's amazing . I can't wait to try it out !,happiness
2739,And here's her signature !,happiness
2740,Just like in the States ! That's perfect !,happiness
2743,This is too good to be true .,happiness
2744,"And the stove is brand new . You know how to use a gas stove , right ?",happiness
2745,"Yes . We've lived in Taiwan for a while . I had a gas stove in the States , too .",happiness
2746,"It's better for cooking Chinese food . Well , what do you think ?",happiness
2747,We love it . But we'd like to know about the neighbors .,happiness
2748,They're here ! Now that's speedy service ! And they arrived within two days of each other !,happiness
2749,What are you waiting for ? Rip ‘ em open !,happiness
2752,This balcony is perfect for barbecuing .,happiness
2755,Sounds ideal . We'll get back to you in a couple of days then .,happiness
2756,"Aw , Mom-you're such a drag .",anger
2757,I'd say all you've done is moved the dirt from the windows on to your face and hands . Disgraceful !,anger
2758,"Your best isn't good enough . Back in my day , I'd clean a whole hospital with a toothbrush and spit , and it'd be twice as clean as this sty !",anger
2759,"Johnny , I can't believe you would do that .",surprise
2760,"You're darn Toomin ' , you know ! Now , you're on housework duty while I'm here !",anger
2761,You're going to mop the floor until you can see your face in it !,anger
2762,And you're going to dust every piece of furniture in the house !,anger
2763,"Steve , thanks for looking after Johnny .",happiness
2764,"It was a pleasure , Mrs . Robinson .",happiness
2765,"That's great . And the garbage , too ?",happiness
2767,Grand Theft Auto Three is awesome !,happiness
2768,It's more violent than TV news !,happiness
2769,"Oh , my God , three hours already ! I have to get the chores done !",happiness
2771,I knew there would be a catch !,sadness
2772,"Except housework , that is .",sadness
2773,"It ' s an Indian restaurant ! I know you have never had Indian food , so I thought you might want to try .",happiness
2775,Sounds good ! I have always heard that Indian spices give a rich flavor to food .,happiness
2776,"They have a good variety of vegetable-based dishes like talak panter , vegetable samosas or daal .",happiness
2779,"No problem ! All those deductions do add up , and nobody's net pay is as high as they'd like . I can understand why you'd want some explanation .",happiness
2781,"I ' m sorry sir , but we ran out of chicken . May I suggest our delicious beef burritos or cheese quesadillas ? Both include a side of guacamole and jalapenos .",sadness
2782,Of course sir . Our nachos come with melted cheese and chili .,happiness
2783,Sounds good .,happiness
2784,"I am sorry mam , but we can only exchange or refund defective products , we cannot take responsibility for misuse or damages .",sadness
2785,Fine ! I don't know why they make these things so delicate anyways .,anger
2787,Of course I'm OK ! I just bought a bunch of classic Elvis records !,happiness
2788,Sure ! What do you feel like having ?,happiness
2790,I didn't know you were a vegetarian !,surprise
2791,Wow ! That's interesting ! It must be tough !,happiness
2793,Eighty-five ? That's the best you can do ? I'll come back later ...,surprise
2794,"Oh , my God , I forgot grandma's coming !",surprise
2797,What ? I sent you three or four messages !,surprise
2798,Why didn't you just call ? I hate sending SMS messages .,anger
2799,I thought you had an unlimited SMS plan ?,surprise
2800,"I'm sorry sir , but we are fully booked tonight until eight .",sadness
2805,What ? Leftovers of what and from when ?,surprise
2806,"Don't worry about it ! Making a new meal out of leftovers is almost an art ! Not only do you save money , but you also get to be creative and have something different to eat !",happiness
2808,Of course ! I am very interested to know how my child is doing and also get some insight from you as to how he can improve .,happiness
2809,"Well Allen is a great student . He is a hard worker and very well behaved , however he does struggle a bit with math .",happiness
2812,Sure . Would you like to have the loaf sliced ?,happiness
2813,Sure that sounds good . Do you have any cakes ?,happiness
2815,That's perfect ! Can you say that again and record it for me ?,happiness
2816,"He's in the third grade Sam ! You see under each subject that he is being taught in school , he receives a mark from one to three . A one means his achievement or work is excellent . Here in Science for example he got a two , which means its satisfactory .",surprise
2817,"Well , as you know I was in Thailand last month , and I took a cooking class ! So I prepared some of my favorite dishes .",happiness
2818,Great idea ! As long as I don't get food poisoning ! So what is on the menu tonight ?,happiness
2820,This is delicious ! The ginger and lemongrass really gives it a nice taste !,happiness
2821,Now this next dish is one of the most famous . Foreigners call it papaya salad but the proper name is Tom Sam . It is a spicy salad made from a mix of fresh vegetables including shredded unripened papaya and tomato .,happiness
2822,This is delicious ! The combination of sour and spicy is really interesting ! I could have this everyday !,happiness
2823,"Ok , now for the last and best dish in my opinion . This is called Pad Thai . It's stir-fried noodles with eggs , fish sauce , tamarind juice , red chili pepper plus bean sprouts , shrimp and tofu and garnished with crushed peanuts and coriander . It's practically Thailand's national dish !",happiness
2829,"Cool ! Also amongst the winners is Petra , in Jordan , Mach Pitch in Peru and the pyramid in Chichenitza in Mexico .",happiness
2830,"Wait a minute ! It also says that the Christ Re-deemer statue in Brazil and the Colosseum in Rome are wonders . I would love to go to Italy and see the Colosseum , stand in the middle like a gladiator !",happiness
2833,What ? Why ?,surprise
2834,Good luck with that !,happiness
2835,"I'm sorry sir , this flight has been cancelled due to some mechanical problems .",sadness
2836,Cancelled ! So what am I supposed to do now ?,surprise
2838,"I have a headache . These past few days I've been living off painkillers . Man , I feel like my head is going to explode .",anger
2839,Perfect ! I'll take it !,happiness
2841,You're telling me ! There are thousands of people here .,happiness
2842,And hundreds of booths-all filled with different kinds of stuff .,happiness
2844,"You can't buy much more , Wei ! You already have enough to fill two boxes to send back to Taiwan .",happiness
2846,"Dude , what are you talking about ? Only girls do that .",surprise
2847,"Well you should come with me one day , I'm sure you'll love it .",happiness
2848,Wei ! This is a first-you didn't bargain !,happiness
2849,"From a sweet ma ? ! It's not worth it . Plus , I'd happily pay more for these things I bought !",surprise
2853,"Um , let me see . Hmm . This antique tea set here is gorgeous .",happiness
2858,Like that Rastafarian over there ? You mean dreadlocks ? You crazy ! That'll take way too long .,surprise
2860,"Hey ! That “ stuff ” is my grandma's cooking , and it's good !",happiness
2861,How do I look ? I love these braids . They're fun !,happiness
2863,An Ethiopian restaurant ? Whoa ! I always think of starving people in Ethiopia .,surprise
2864,"He's cute ! He looks like Tiger Woods ! But , I can't dance ...",happiness
2866,"Nice to meet you . I'm Wen , and this is Nikki .",happiness
2868,I am really interested in buying this television .,happiness
2870,You can't be serious .,surprise
2871,"I'm sorry , but the price is final .",sadness
2873,What ? You don ’ t know the first thing about gardening !,surprise
2876,"Well , since we are getting up so late , I decided to make a big breakfast !",happiness
2879,Wow ! You really went all out ! Did you make any coffee ?,happiness
2881,"Welcome to our show ! Today , I am going to show you how to make the perfect mouthwatering sandwich ! Are you ready ? Let ’ s get started !",happiness
2883,"Now that our bread is ready , let ’ s talk about the ingredients ! Of course , each person ’ s palate is different , but I ’ m going to give you a few tips that you ’ ll be able to use when turning any sandwich into the perfect sandwich . I would strongly recommend you put fresh vegetables in your sandwich .",happiness
2884,"Do not undervalue them as they play a big role in forming the taste and will make the sandwich more refreshing and light . The best choices here are evident — cucumbers , tomatoes , onions , sweet pepper or chilli , lettuce and , of course , herbs — you can ’ t go wrong with them . As for aubergines , mushrooms and asparagus , I would recommend you first grill them slightly with a little touch of olive oil .",happiness
2886,"That ’ s all the time we have for today , but join us next time where we ’ ll be going over how to make the perfect lasagna ! Till next time !",happiness
2887,Great ! I ’ ll take it .,happiness
2888,Have a great trip .,happiness
2889,Come on ! We have been here for almost an hour ! I thought you said you were only going to get a few things ! How long does it take you to pick out a lipstick and some nail polish !,anger
2890,Whoa whoa whoa ! Are you nuts ? How much is all this going to cost ? I ’ m looking at the price at each one of these little things and it ’ s outrageous ! This is basically a crayon !,anger
2891,"What about you ? You spend as much or more money on your razors , after shave , cologne and gel ! Not to mention how much you spend on clothes and ...",anger
2892,Fine ! Get the stupid thirty dollar crayon !,anger
2893,Excellent . How many would you like ?,happiness
2894,"That will be no problem , sir .",happiness
2895,"Very good , sir . Your order will be ready in one week .",happiness
2898,It was horrible ! I played play it much better at home !,anger
2899,Sorry ! The stretch for that octave is always hard to make .,anger
2901,We have been over this a hundred times ! We are not getting a pet !,anger
2902,Why not ? Come on ! Just a cute little puppy or a kitty !,anger
2903,"I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard !",anger
2906,Stephanie ! Did you just get to school ? But you were up and about when I left the dorm this morning ! That was about an hour and a half ago . This happens all the time ! Why do you always take so long to get ready the morning ?,anger
2907,"Please explain because it makes no sense to me . How can a girl ’ s routine be so complicated ? You get up , you shower , you get dressed , you brush your teeth , you ’ re out the door . Half an hour , tops .",anger
2908,"Jacob , you have the luxury of having a haircut that rarely needs styling . I don ’ t . I have to set aside about an hour and a half to get ready in the mornings . Every day , I wake up and head straight for the shower . Every second day , I wash my hair . If it ’ s a hair-washing day , I frequently need to wash my hair twice because it gets really oily . Then I usually put in a conditioner and have to rinse that out too . Because my hair is so long , I seldom manage to take a shower in under twenty minutes . Afterwards , I often put on a pot of coffee and get dressed while I wait for it to brew . I take a long time to get dressed in the morning . Every now and then I remember to choose my outfit the night before , but usually I do it in the morning . In all , getting dressed takes about half an hour , at which time my hair is now semi-dry so then I have to style my hair . From time to time I ’ ll put my hair up , but oftentimes I bloody it straight . And then , because of the texture of my hair , I regularly have to flat-iron it to keep it from frizzing . That ’ s another twenty minutes or so . After that , I have my daily makeup routine .",anger
2909,Those are really cute .,happiness
2910,I would like that . Thank you .,happiness
2911,Thank you for purchasing your new mattress with us .,happiness
2912,"No , thank you .",happiness
2913,That would be great .,happiness
2916,"Oh , this feels very nice . It's perfect . I'll take it .",happiness
2919,Sounds like a good car ! How many miles to the gallon ?,happiness
2920,That is really convenient . Especially now that fuel prices are so high ! What ’ s under the hood ?,happiness
2921,"A very powerful 2.5- liter turbocharged engine , Trust me , this car is fast !",happiness
2923,I have been looking at this online catalog for over an hour and I still haven ’ t finished getting all the kitchen appliances that we need !,anger
2928,That is a wonderful choice .,happiness
2931,"No problem ! We have a broad selection of suits , all tailored made so that it will fit perfectly .",happiness
2933,Very well sir . Would you like to have some shirts made also ?,happiness
2934,Sure . I ’ ll also take some silver cuff link and a pair of silk ties .,happiness
2936,That ’ s pretty chilly for the summer ! Will it rain on Saturday ?,happiness
2937,That certainly sounds like a dreary Saturday .,sadness
2938,"Thanks John , and there you have it ! Looks like it ’ s a weekend to stay at home !",happiness
2939,I assure you that you're paying for quality .,happiness
2940,You will feel comfortable paying the money .,happiness
2942,Wow ! You're right ! This refrigerator is great . I'll take it .,happiness
2945,That ’ s great ! I ’ m glad to hear that Pear has finally jumped on the bandwagon . Right now our contract is for the five megapixel cameras . Is Pear still interested in having those ?,happiness
2946,"Well , trust me . The quality is fantastic .",happiness
2947,"Yeah , good idea.We can put some lawn furniture outside next to the grill . I also set up the tent outside so we can hide from the sun if it gets too hot .",happiness
2949,This is gonna be a great barbecue !,happiness
2950,Very good . You can pick up your order in one week .,happiness
2951,"Thank you , Bob ! This past week has been the beginning of Armageddon for many , a series of unprecedented meteorological events occurred around the world . In Switzerland , a major avalanche was reported in the Alps . Fortunately , no one was injured . Due to to the extreme cold this winter , a blizzard has struck the US Midwest , causing classes in schools and universities to be temporarily canceled .",happiness
2952,Not a great week for the world ! Any good news ?,sadness
2953,"I ’ m afraid not , Bob . One of the major volcanoes in Mexico has erupted , causing major floods and landslides in the region . Meanwhile , Mexico ’ s coast has been hit by hurricane Liliana and officials say that all the seismic activity leads them to believe that a tsunami may hit Central America , affecting Honduras , Guatemala and Panama . That ’ s all the news we have for today , but stay tuned for updates on the six o ’ clock news . Back to you Bob .",sadness
2954,Don ’ t touch that thermostat ! You don ’ t pay the bills around here !,anger
2955,"Dad ! Are you serious ? What ’ s the point of having central heating if we can ’ t use it ! Look , I can see my breath !",surprise
2956,Put on a sweater ! I ’ m not gonna let you run up my heating bill just because it ’ s a bit chilly .,anger
2957,Dad ! I ’ m gonna catch a cold !,anger
2958,"When I was your age , my parents didn ’ t have central heating like you do ! We had a furnace in the center of the living room and that was it . We used it to cook , heat the house and even dry our clothes ! We never caught a cold . You should be grateful !",anger
2961,Why ? What happened ?,surprise
2962,"Sounds good , although , do you think we can qualify for insurance ? Those insurance companies are real pirates when it comes to money .",happiness
2963,I feel itchy ! I can ’ t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak .,anger
2964,What ’ s wrong ?,surprise
2965,"It ’ s not really an occasion , it ’ s more like I ’ m sorry .",sadness
2966,"Get out of my store , you jerk !",anger
2967,"Phew ! . . . Wait a minute , CRASH ? ? ! ! Spyware ? Trojans ! What ? where ? when ? !",surprise
2970,You are shopping for a pillow online ? That ’ s absurd !,surprise
2971,"Why ? I don ’ t have to leave the house or browse a dozen stores to find what I ’ m looking for . This way , I just search for it online quick and easy .",surprise
2974,Let ’ s do it !,happiness
2976,Sure ! How about we go home and prepare a couple of sandwiches ?,happiness
2977,"All you ever do is have unhealthy fast food Pizza , fries , burgers and hot dogs ! You have to start eating better !",anger
2978,Yeah right ! I ’ m serious ! You should also cut down on your sugar intake as well . You drink carbonated drinks that are high in fructose syrup ! It ’ s really not healthy !,anger
2979,Cool ! I ’ Ve always wanted to do something like that ! Have you learned anything useful ?,happiness
2981,"I can imagine ! I tend to faint when I see blood , so I think I won ’ t be taking up a course like that anytime soon !",happiness
2983,Me ! Me !,happiness
2984,"Wait , what are you doing ? I ’ m a married woman ! You can ’ t just try to kiss me like this !",surprise
2985,"Wait , what are you doing ! You can ’ t just kiss me then go for second base !",surprise
2987,I love stir fry crispy bitesize vegetables covered in a mixture of soy sauce and oyster sauce . Wilted greens and fresh bean sprouts . Throw in some onion and garlic and ginger ! Mmm ! Mmm ! It ’ s almost lunchtime . I would die for a plate of stir fry right now !,happiness
2988,What ? You call that a stir fry ? More meat than vegetables ? That ’ s the worst insult you could throw at a Chinese stir fry . What a disgrace to the wok she fried it in ! What you had is equivalent to a fajita without the wrap !,anger
2991,Great . This is exactly what I was looking for . I'll buy it .,happiness
2992,I think you'll love this pan . Do you want to pay with cash ?,happiness
2997,"Oh , they're both so beautiful . Let me have this one , I think .",happiness
2998,My car won ’ t start ! Stupid old car !,anger
2999,Yeah ! I am here with my friend and he thinks it may be the spark plug or the starter motor .,anger
3001,"OK darling , I got some pizzas , potato chips , hot dogs and lots of cheese !",happiness
3002,"Oh John , I thought we said we would start eating right ! Remember ? Our new healthy lifestyle ? That ’ s all junk food !",anger
3004,Recliner ? In my beautifully decorated living room ? I don ’ t think so !,surprise
3005,"Fine , just get it ! We have been shopping for furniture for five hours ! I ’ m so tired !",anger
3006,"Fine ! I am going to go home and drop off this nightstand , coffee table and love seat while you look for the rest of the things .",anger
3008,Recliner ? In my beautifully decorated living room ? I don ’ t think so !,surprise
3009,Can ’ t it wait ? I ’ m watching the game right now !,anger
3010,"Whoa wait a minute ! Isn ’ t that a bit too much ? I mean , how much is all of this going to cost !",surprise
3011,Thank you for organizing this great baby shower for me ! I ’ Ve always been to baby showers but never actually had one held for me ! Let ’ s get started !,happiness
3013,"Oh look ! What a great little bib for the baby ! This will definitely come in handy ! Oh wow , you also got me a stroller ! That ’ s so great ! Thank you !",happiness
3014,"A highchair and car seat ! Wow Betty , thank you so much ! I really appreciate it !",happiness
3015,A playpen and crib ! Thanks Carla ! This is just what I needed !,happiness
3017,"I'm sorry , but this was on sale , so I can only give you store credit .",sadness
3018,Of course ... here you are . I'm sorry the pajamas didn't work out for you .,sadness
3019,"I'm sorry , sir . I'm going to have to ask you to leave .",sadness
3020,What ? I was just having a friendly conversation with the lady here ...,surprise
3021,Tired and stressed . This wedding is giving me a headache .,sadness
3023,I will . Don't worry !,happiness
3024,What happened to you ? You look like you got hit by a tornado !,surprise
3026,Come on ! In the two hours we've been here you haven't sung even one song !,anger
3031,That sounds great . I love Korean food .,happiness
3033,"And they're very dear , too .",happiness
3034,"Oh , that's ideal .",happiness
3035,I'm sorry.My car's taken .,sadness
3036,"Certainly , sir.Would you sign here , please ? ... Thank you .",happiness
3037,The dinner is really rich .,happiness
3038,"It's your turn , sir.Sorry to keep you waiting .",sadness
3039,I'm sure you'll look grand when it's done.Would you like to have a shampoo after a while ?,happiness
3041,Very smart !,happiness
3042,It's a pity . I'm afraid that's too loud for me.Thank you .,sadness
3043,I'm afraid I don't quite understand .,sadness
3045,Thank you .,happiness
3047,Thanks .,happiness
3048,I'm sorry I've already gone through my paycheck for the week .,sadness
3057,This is the kitchen.Every - thing's new .,happiness
3061,"It's a bit small but looks nice.What ' s more , it's only ten minutes ' walk to the company .",happiness
3062,Of course.You look terrific in it !,happiness
3063,I'm afraid that's a bit beyond my means .,sadness
3064,It look fine.Can I try it on ?,happiness
3065,"I'm sorry , sir.The price is fixed .",sadness
3066,"My dear , it's five flights up !",surprise
3068,That's more reasonable . I'll take this one .,happiness
3070,A nice quiet house is exactly what we're looking for .,happiness
3071,That sounds just wonderful to us .,happiness
3075,I'll appreciate it if it could be arranged .,happiness
3078,That'd be nice .,happiness
3079,"OK , I'd like to try it today .",happiness
3080,This is worth trying .,happiness
3081,"Of course , this way please .",happiness
3082,Here comes the last course ! Shall I help you to the dish ?,happiness
3083,But I can't resist a good dinner .,sadness
3084,"No , I'm afraid we'll have to cancel the order . I'm not sure whether it agrees with me .",sadness
3085,I'm sorry.It ' s out of season now .,happiness
3086,Thanks very much .,happiness
3088,That sounds about right .,happiness
3093,"It's your turn , sir . I'm sorry that you've had to wait .",sadness
3094,"That's all right.Show me the blue pen , please .",happiness
3095,I see.Thank you .,happiness
3096,That's all right.Thank you .,happiness
3098,"Staying out all night , you frightened me to death .",anger
3099,You should at least give me a call .,anger
3100,"I'm sorry , Mum .",sadness
3101,It is so nice of you .,happiness
3105,"Yes , therefore they are expanding the scope of their service . For example , hotels can be booked through the same site as well .",happiness
3106,Right !,happiness
3114,"Oh , it's really nice , but to tell the truth , that's far too expensive .",surprise
3115,Really ? Even for such an excellent one ?,surprise
3116,"Sure , just a second . Who's calling ?",happiness
3118,"Oh , I'm sorry to hear that , sir . What exactly is problem ?",sadness
3119,"Sure , what time will you like to depart ?",happiness
3120,"Oh , I'm afraid we've sold out of those . They were really popular .",sadness
3122,Thanks . It's a little tight . Do you have any in a larger size ?,happiness
3123,"Oh , sure . Credit card is fine .",happiness
3126,Thanks .,happiness
3127,Oh ! It's so cute !,happiness
3132,Have a nice holiday !,happiness
3134,Look ! Allen has the mike !,happiness
3135,I thought he only liked to listen ?,surprise
3136,"That was before he heard Stanley sing ! I guess he couldn't stand it anymore , so he decided to give it a try himself ! Allen has a really good voice ! He sounds like Enrique Iglesias !",happiness
3138,Is Stanley still singing that Elvis song ? He's really hogging the mike !,anger
3139,"If I hear "" Love Me Tender "" one more time , I think I'm going to go crazy !",anger
3140,Hey ! What happened ? ! My song was only half way through and it skipped to the next song .,surprise
3141,I don't know what happened !,surprise
3142,Shut up ... Billy ... BILLY !,anger
3143,What !,surprise
3144,It's my new radio earphone .,surprise
3145,Yeah . Let's just lounge around !,happiness
3146,Oh . I just wanted you to shut up . You were off-key anyway . Let me see that !,anger
3148,What's this ? Essential oil ? Wow ! This stuff is expensive .,surprise
3149,They all have essence of flowers in them .,happiness
3151,Cool ! They're big ! What have you got in there ?,happiness
3152,You're such a wimp ! You're afraid of an eyelash curler .,anger
3153,"Well , you might pinch your eyelid ! Or lose an eyeball !",anger
3154,Cool ! I can't believe he agreed to go all the way to Dallas with us !,happiness
3157,"Yes . We're going to be married in my hometown church , the first minute of the new millennium !",happiness
3158,"All set . And we're having a red bean cake and dim sum for the Taiwanese guests , just like your mom wanted .",happiness
3160,It's a cute little teddy bear !,happiness
3161,How sweet ! Maybe he was just a shy guy who had a crush on you !,happiness
3162,And look what we did to him ! Hey ... he left me his business card .,surprise
3164,OK . Put on something by the Backstreet Boys !,happiness
3165,"Here we are , Ryan ! This is where we're going to celebrate !",happiness
3168,"If it were up to Stanley , we'd have the wedding in the ETV ! He loves to sing .",happiness
3170,"Well , uh , I'll let you decide that for yourself . He'll be here a little later . Here's our room !",happiness
3172,Wow ! It's a fruit sculpture ! Your chef is a real artist !,happiness
3173,You did ? Wow ! Where did you learn ...,surprise
3174,"Sorry , but I've gotta run . Enjoy your food , and ring the service button if you need anything else !",happiness
3175,Wow . That girl who brings the fruit is really pretty ! I wish she wouldn't have rushed off so fast ...,happiness
3177,""" Tie a Yellow Ribbon on the Old Oak Tree "" ? ! Where did you learn that song ?",surprise
3179,"Wow ! You really like fruit , huh ? You've already had 3 plates !",surprise
3180,Hello again ! Here's another fruit tray for you .,happiness
3181,"Oh , hi again ! Hey , the fruit looks different this time .",happiness
3183,It looks really artistic ! How did you learn to do that ?,happiness
3186,Enjoy your food ! Bye !,happiness
3187,No kidding ! Then how do you know the bag's real ?,surprise
3189,"Hi there , everyone . We hope you're having a good night !",happiness
3191,"The night is young , folks . Get some food and mingle with those faces from yesterday .",happiness
3192,"Holly ? Holly Madison , is that you ? You look great ! You haven't changed a bit .",surprise
3193,Seven dollars ! ! ! Incredible ! But I saw that the seller has kind of a bad rating .,surprise
3196,"Don't count on it , Babe . eBay is always full of surprises .",happiness
3197,I decided to give it a go !,happiness
3198,Good for you . What items did you bid on ?,happiness
3199,A DENY shirt and one of Serena Williams ' used tennis rackets !,happiness
3200,Your idol ! Wow ! You're even better at finding stuff than me !,happiness
3202,I'm sorry we don't ship overseas . It's too much trouble .,sadness
3203,"Thanks so much ! By the way , is the racket really Serena Williams ’ ?",happiness
3204,What !,surprise
3205,Don't you dare tell me that ...,anger
3206,I'm sorry . I didn't reconfirm in time and they gave away half of the seats .,sadness
3207,"Well , they should have called you !",anger
3208,They said that they did . I've been so busy ...,sadness
3209,And you didn't think to leave them my cell phone ?,anger
3210,It's the holidays ! Everybody knows how hard it is to get tickets !,anger
3211,I'm sorry . We're still going . I got reservations for all of us on the 31st . It will be OK . Trust me .,sadness
3212,Trust you ! You can't even handle simple plane reservations !,anger
3214,"No ! Christmas without him is bad enough . So , honey , do you have cold feet yet ?",sadness
3215,I'm afraid not . The church is booked until the year 2001 .,sadness
3216,"I'm sorry , Mom .",sadness
