,text,emotion
2411,"Yeah, sure.",sadness
2412,"Well, I lost them.",sadness
2413,How many?,sadness
2414,Just about all.,sadness
2415,"Oh, gee.",sadness
2416,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sadness
2417,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sadness
2418,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sadness
2419,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sadness
2420,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sadness
2421,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sadness
2422,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sadness
2423,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sadness
2424,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sadness
2425,You still feel that way?,sadness
2426,I want you now Annie.,xxx
2427,"'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",xxx
2428,"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",xxx
2429,"I know Annie.  Annie, I'm gonna make a fortune for you.",xxx
2430,What'll I do with a fortune?,happiness
2431,You're the only one I know who loves his parents.,xxx
2432,"I know, it went out of style, didn't it?",happiness
2433,It's all right.  It's a good thing.,happiness
2434,"You know, it's lovely here, the air is sweet.",happiness
2435,You're not sorry you came?,xxx
2436,"No, not sorry.  But, um. But I'm not gonna stay.",happiness
2437,Why?,xxx
2438,"For one thing, your mother as much as told me to go.",xxx
2439,Oh.,xxx
2440,"You saw that.  I mean and then, well, you've been kind of, um--",xxx
2441,What?,surprise
2442,"Well, kind of embarrassed ever since I got here.",xxx
2443,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",frustration
2444,"I knew they would, your mother anyway.",happiness
2445,How'd you know?,xxx
2446,"Well, from her point of view, why else would I come?",neutral
2447,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",xxx
2448,I guess this is why I came.,happiness
2449,"Ann, I love you.  I love you a great deal.  I love you.",xxx
2450,I have no imagination.  That's all I know to tell you.,xxx
2451,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,excited
2452,"You feel wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",xxx
2453,"Oh, Chris, I've been ready for a long, long time.",xxx
2454,And he's gone forever.  You're sure?,xxx
2455,I almost got married two years ago.,xxx
2456,Why didn't you?,surprise
2457,"Well, you started to write me",happiness
2458,You felt something that far back?,excited
2459,Every day since.,happiness
2460,"Ann, why didn't you let me know?",excited
2461,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?",xxx
2462,"Give me a kiss, Anne.  Give me a-",xxx
2463,"God, I kissed Annie.  How long--how long I've been waiting to kiss you.",xxx
2464,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",xxx
2465,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",xxx
2466,Not like that you're not.,xxx
2467,I kissed you.,xxx
2468,"Like Larry's brother.  Do it like you, Chris.  What is it?",xxx
2469,Let's drive someplace.  I want to be alone with you.,sadness
2470,"No.  What is it, Chris. Your mother?",xxx
2471,No.  Nothing like that.,sadness
2472,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",sadness
2473,"Yeah, I suppose I have been.  But it's going from me.",sadness
2474,You've gotta tell me.,xxx
2475,I don't know how to start.,xxx
2476,It wouldn't work this way.,sadness
2477,"It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",xxx
2478,"Yeah, sure.",xxx
2479,"Well, I lost them.",sadness
2480,How many?,xxx
2481,Just about all.,sadness
2482,gee.,xxx
2483,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sadness
2484,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",sadness
2485,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",sadness
2486,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",sadness
2487,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",sadness
2488,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",sadness
2489,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sadness
2490,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sadness
2491,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,sadness
2492,Do you still feel that way?,sadness
2493,I want you now Annie.,neutral
2494,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",sadness
2495,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",sadness
2496,I know Annie.  I'm gonna make a fortune for you.,xxx
2497,What'll I do with a fortune?,happiness
2498,"So, how's it going?",neutral
2499,"It's going really well.  Um, I received something in the mail today.",xxx
2500,"Oh, you got what?  Where?",excited
2501,I got into U.S.C.,excited
2502,"Oh, no way.",excited
2503,"Yeah, I'm so excited.  So I'm gonna say--",excited
2504,Are you gonna go? you gonna-,excited
2505,"Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway.",excited
2506,So--,excited
2507,"Wow, that's...",excited
2508,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know",excited
2509,"Yeah, I know.",excited
2510,Absolutely. I'm so excited.,excited
2511,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like...",excited
2512,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school",excited
2513,"Yeah, no, definitely--It's gonna..",excited
2514,Yeah.,excited
2515,"and like-- The football team--And like all the-...you- what I mean, like...",excited
2516,Yeah,excited
2517,Fight on.,excited
2518,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C.",excited
2519,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you...",excited
2520,[LAUGHTER],excited
2521,Wow. That's cool.,excited
2522,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?",excited
2523,Like it has some prestige. so,excited
2524,Yeah. Hey. Prestigious school.,xxx
2525,"So, what, do you have to send in your deposit now?  Or what you-?",xxx
2526,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--",excited
2527,"Like, now that I'm accepted, it's just, like, such a huge load off my mind.",excited
2528,That's great.,xxx
2529,I don't mind worrying about all the paperwork.  You know--,excited
2530,Yeah.,xxx
2531,So...,neutral
2532,"Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know",excited
2533,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess.",excited
2534,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited.",excited
2535,That'll be awesome.,happiness
2536,"I mean because you went to the campus before, right?",happiness
2537,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate.",excited
2538,"You know what I mean?  Like, it's like exactly what I want.",excited
2539,So what're you--what're you gonna do there?  Have you decided?  Thought about it?,xxx
2540,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first...",excited
2541,"I know.  I mean, it's good all around.",xxx
2542,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?",excited
2543,"So, um, so I don't know.",excited
2544,[LAUGHTER],xxx
2545,I mean I'm gonna take a bunch of stuff and see.,excited
2546,Oh man.,excited
2547,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",excited
2548,I always see people walking around with like U.S.C stuff on--,xxx
2549,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean.",excited
2550,You know is like.,xxx
2551,I know.,xxx
2552,Ahh. Yeah. [GARBAGE],excited
2553,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",excited
2554,And you'll be like...,excited
2555,"Student. I'm a student. Yes I am, Thank you very much.",excited
2556,[BREATHING],excited
2557,A U.S.C. graduate now. You're set.,excited
2558,I know.  I'm excited.,excited
2559,"Well, that'll take a while. [GARBAGE]",excited
2560,"I know, that's a ways down the road. That's cool.",xxx
2561,That's going to be a lot of work.,excited
2562,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun.",excited
2563,In LA. Oh man.,xxx
2564,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good.",excited
2565,So much.,xxx
2566,"But it's LA, you know, everything.",xxx
2567,You're getting close to the beach.  I mean geez.,excited
2568,I know. I know. So fun.  I can't wait.,excited
2569,"Cool.  Well give me a call, you know when--You get in town. definitely Awesome.",xxx
2570,I will. I will. Thank you.,excited
2571,Thanks.,excited
2572,All right. Finally. Here you go.,frustration
2573,"Hi, How can I help you?",neutral
2574,"Yea. I just want to get this done,",neutral
2575,"Sure, um",neutral
2576,get my new license.,neutral
2577,do you have two forms of ID with you?,neutral
2578,"Um, no, I got my driver's license though.",neutral
2579,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",neutral
2580,"Uh, sorry, I forgot them. I mean I've got to -",neutral
2581,Well,neutral
2582,well is the dri-driver's license going to work?,neutral
2583,I- I can take your driver's license but I need another form of ID in order to process this paper work.,neutral
2584,"Okay, so what are you saying? What-",frustration
2585,"Um, that you would need to go home and get another form of ID and come back.",neutral
2586,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",anger
2587,"Well, I'm sorry sir but",frustration
2588,three hours and,anger
2589,you need to bring two forms of ID there is nothing we can do about it.,frustration
2590,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,anger
2591,"Well, it's actually-",frustration
2592,"It's standard that you bring a couple of forms of ID, I'm sorry.",frustration
2593,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",anger
2594,"Well, I'm sorry, sir, but we're not responsible.",frustration
2595,"I filled out the application right, didn't I?",anger
2596,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",frustration
2597,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,frustration
2598,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",frustration
2599,I've been waiting for three hours.,frustration
2600,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",frustration
2601,This is ridiculous. Come on,frustration
2602,"I'm sorry, sir.",neutral
2603,"I cannot go back in that line. I've got stuff I need to do, I mean-",frustration
2604,there is nothing I can do.,neutral
2605,"But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so",xxx
2606,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",frustration
2607,That doesn't make any sense. Why?,frustration
2608,"I'm sorry, sir. There is nothing I can do.",frustration
2609,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,anger
2610,"Well, if you had checked the web site it would have said.",frustration
2611,If you had checked the website it would have said that you needed two forms of identification.,frustration
2612,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",anger
2613,"Well, maybe you should",frustration
2614,I waited in line now I'm ready to get my stuff and then go home.,frustration
2615,Right. So maybe you should go home now and get your paperwork and come back.,frustration
2616,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",frustration
2617,"God, oh my-",frustration
2618,This is ridiculous.,frustration
2619,"I'm sorry, sir, it's not my choice.",frustration
2620,"Uhm, I don't know",frustration
2621,So how you feeling?,neutral
2622,I don't know what I'm going to do about this; I mean,frustration
2623,"I have got to get a job, you know? Like-",frustration
2624,"You've been doing a lot of work for it, right?",neutral
2625,"Well, yea you know, I get my resumes and I mean I-",frustration
2626,"Right, so the fact you doing the best that you can is -",neutral
2627,"I go out all the places I can, every place that'll give an interview you know.",frustration
2628,"you know you shouldn't give yourself a hard time for that, it's the best you can.",neutral
2629,"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",frustration
2630,"Well, but you care about what you do, right?",neutral
2631,"I don't know, I mean why - why",frustration
2632,"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",frustration
2633,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",neutral
2634,"Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like",xxx
2635,"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",frustration
2636,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",neutral
2637,"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",frustration
2638,You are persistence. I mean that's important. that's,neutral
2639,"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",frustration
2640,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",neutral
2641,"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and",frustration
2642,I just got a whole skewed opinion on just how this is supposed to work out and,frustration
2643,I'm sorry.,sadness
2644,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",sadness
2645,"maybe - maybe take up painting, I don't know, you know.",frustration
2646,"Do something that I don't have to go out and do something, stay at home, I don't know.",frustration
2647,Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,frustration
2648,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",neutral
2649,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",neutral
2650,So you should take that in consideration rather than giving yourself such a hard time.,neutral
2651,"I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't",frustration
2652,"It might be the latter I don't know because you're not the worst, I mean you're great, you very talented at what you do.",xxx
2653,this doesn't happen to a normal person.,anger
2654,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",neutral
2655,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",neutral
2656,"I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",frustration
2657,"Maybe you should take a little break from it, but I don't think you should stop.",neutral
2658,What am I going to do on a break?,xxx
2659,"Get out of town or something, I mean you need - you need to clear your head 'cause you seem like you're really frustrated about it. I mean you need to like, be excited about you're doing, rather than, you know upset.",xxx
2660,Right. Thanks for talking to me.,sadness
2661,"So, uh, so how's it been going?  I mean, you have any needs or anything?",neutral
2662,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,frustration
2663,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",neutral
2664,"Yeah, but it--I mean it's the same response you get over and over again.  Like--",frustration
2665,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.",frustration
2666,"Yeah--I know what you mean.  I've gone through like similar stuff, but--",xxx
2667,"But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--",frustration
2668,"No, come on.  Don't [GARBAGE]",neutral
2669,"I just--I can't do it anymore.  Like, it just takes it out of you--",frustration
2670,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",neutral
2671,I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.,frustration
2672,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",neutral
2673,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",frustration
2674,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",neutral
2675,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know,neutral
2676,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",frustration
2677,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",neutral
2678,"It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",frustration
2679,"But you gotta.  Otherwise, what is--what's your other option?",neutral
2680,I feel so worthless.,sadness
2681,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and...",neutral
2682,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,neutral
2683,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.,frustration
2684,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",neutral
2685,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",frustration
2686,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",neutral
2687,Or they'll never talk to me again.,frustration
2688,"Or, well, no.  Okay. you -[GARBAGE]",frustration
2689,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--",frustration
2690,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",neutral
2691,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",frustration
2692,Right.,neutral
2693,"Well, you've gotta live.",neutral
2694,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",frustration
2695,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",neutral
2696,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",sadness
2697,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",neutral
2698,I don't know how to get out of it.  I don't know how to dig myself out of it.  It's the same hole that I've been digging and digging and digging.  I can't--,xxx
2699,I don't know.,xxx
2700,Why did he invite her here?,xxx
2701,Why does that bother you?,xxx
2702,She's been in New York for three and half years.  Why all of a sudden?,xxx
2703,"Well, maybe he just wanted to see her again.",neutral
2704,Nobody comes seven hundred miles just to see.,xxx
2705,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,neutral
2706,Don't look at me like that.  He didn't tell me anymore than he told you.,xxx
2707,She's not-,xxx
2708,How do you know he's even thinking of it?,neutral
2709,-he's not gonna marry her.,other
2710,It's got that all about it.,anger
2711,"Well, so what?",neutral
2712,"What's going on here, Joe?",xxx
2713,"Now, listen Kate.",neutral
2714,"She's not his girl, Joe.  She knows she's not.",xxx
2715,You can't read her mind.,neutral
2716,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",frustration
2717,How do you know why she's waited?,neutral
2718,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",frustration
2719,"Look, it's a nice day.  What are we arguing for?",frustration
2720,"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",xxx
2721,"Well, what do you want me to do about it?",frustration
2722,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,frustration
2723,But Kate--,frustration
2724,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",anger
2725,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,anger
2726,Calm yourself.,frustration
2727,"Believe with me, Joe.  I can't stand all alone.",frustration
2728,Calm yourself.,frustration
2729,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",frustration
2730,All right.  All right.  Calm yourself.,frustration
2731,"You, above all, have to believe.",frustration
2732,What?- Why- Why me above all?,xxx
2733,Just--just don't stop believing.,frustration
2734,What does that mean?  Me above all?,anger
2735,Look at you.  Look at you shaking.,anger
2736,I can't help it.,frustration
2737,What have I got to hide?  What the hell is the matter with you Kate?,anger
2738,"Well, so what do you think?",excited
2739,About what?,neutral
2740,What I was saying.,neutral
2741,It's ridiculous.,frustration
2742,It certainly is not.  It's slightly exaggerated scientific fact.,neutral
2743,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,xxx
2744,"Well, I'm not the only one.  Look at all these people.",neutral
2745,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",xxx
2746,Are we talking about the same thing?,xxx
2747,"Well, I'm sorry, but it's still just fish to me.",xxx
2748,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",neutral
2749,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",anger
2750,"Well, what's bugging you?",frustration
2751,We just have different ideas of what this evening is supposed to look like.,anger
2752,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",neutral
2753,"For heaven sake, we're not going to see the grunions.",frustration
2754,Why not?,frustration
2755,"We never do, do we?  I mean, have we ever?",frustration
2756,We've missed them twice.  That's not ever.,neutral
2757,Twice is every time we've tried. That's ever.,frustration
2758,"Well, we'll see them this year.",neutral
2759,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",frustration
2760,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",anger
2761,I thought you wanted to see it.,frustration
2762,You don't understand anything I'm saying.,frustration
2763,"No, of course not.",frustration
2764,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,frustration
2765,It's just fish.  Nothing to get traumatized about.,neutral
2766,"For heaven sake, this isn't about fish.",xxx
2767,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",frustration
2768,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",xxx
2769,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",neutral
2770,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neutral
2771,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",sadness
2772,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sadness
2773,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sadness
2774,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sadness
2775,Wait a minute.  I've got it.,neutral
2776,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sadness
2777,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neutral
2778,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",neutral
2779,I'd rather not remember some things.  I would rather not hope for some things.,sadness
2780,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",neutral
2781,No.,sadness
2782,You want me to go get some champagne?,neutral
2783,No.,sadness
2784,Take off our shoes?,neutral
2785,No. No.,xxx
2786,"Well, what?  You want me to breathe in your ear?",frustration
2787,No.,sadness
2788,You wanna get married again?,frustration
2789,No.,frustration
2790,What?  What?  You want a divorce?,frustration
2791,No.,frustration
2792,A vacation?,frustration
2793,No.,frustration
2794,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",frustration
2795,I want something to turn out the way that it's supposed to.,xxx
2796,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",anger
2797,"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",xxx
2798,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",sadness
2799,"'cause you know what you get, Carla?  You know what you get?  This.",frustration
2800,This.  What?  What is this?  This isn't even anything.,xxx
2801,"Yes, it is.",neutral
2802,"Uh, right this is standing on the beach.  This is waiting.  This is fighting.",xxx
2803,Right.,neutral
2804,Well.  This isn't anything like I thought anything would be like.,sadness
2805,"I know, me neither.",sadness
2806,"I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?",xxx
2807,I'm doing the best I can.,sadness
2808,"I know that, Augie.  Really, I do.",sadness
2809,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",sadness
2810,Maybe if you were with somebody else too.,sadness
2811,I didn't say that.,sadness
2812,"No, I know.  But still.  I know I don't make you happy.",sadness
2813,"Oh, for heaven sake, whatever I'm doing, I'd rather be doing it with you.",xxx
2814,Yeah?,surprise
2815,"Oh, don't be ridiculous.  I mean, don't you know that?",xxx
2816,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,sadness
2817,"Well, now that you mention it.  No, I don't.",xxx
2818,"Okay.  Fine so.  We're in the wrong spot, but we're with the right person.",xxx
2819,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",happiness
2820,"Yeah, I noticed that.  Looks pretty, doesn't it?  Big ol' white moon.",xxx
2821,"Well, look what we have here.",happiness
2822,"Augie, you brought refreshments.",happiness
2823,It's not champagne.,happiness
2824,"Well, then we don't need glasses.",happiness
2825,You still cold?  Do you wanna go home?,xxx
2826,No.  I think you might be right.  Maybe this is the spot after all.,happiness
2827,"Augie, I'm sorry.",sadness
2828,Shh.  If we're very quiet the fish might come.,happiness
2829,Or not.,happiness
2830,Or not.,happiness
2831,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
2832,"Honey, you knew there was nothing in that.",xxx
2833,I knew nothing of the sort.  You took presents from him.,neutral
2834,Presents?  Just a trivial little broach.,xxx
2835,"Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.",xxx
2836,"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",xxx
2837,You went out of your way to torture me over Peter Burden.,xxx
